source_tweet,favorite_count,retweet_count,reply_1,reply_2,reply_3,reply_4,reply_5,reply_6,reply_7,reply_8,reply_9,reply_10,reply_11,reply_12,reply_13,reply_14,reply_15,reply_16,reply_17,reply_18,reply_19,reply_20,reply_21,reply_22,reply_23,reply_24,reply_25,reply_26,reply_27,reply_28,reply_29,reply_30,reply_31,reply_32,reply_33,reply_34,reply_35,reply_36,reply_37,reply_38,reply_39,reply_40,reply_41,reply_42,reply_43,reply_44,reply_45,reply_46,reply_47,reply_48,reply_49,reply_50,reply_51,reply_52,reply_53,reply_54,reply_55,reply_56,reply_57,reply_58,reply_59,reply_60,reply_61,reply_62,reply_63,reply_64,reply_65,reply_66,reply_67,reply_68,reply_69,reply_70,reply_71,reply_72,reply_73,reply_74,reply_75,reply_76,reply_77,reply_78,reply_79,reply_80,reply_81,reply_82,reply_83,reply_84,reply_85,reply_86,reply_87,reply_88,reply_89,reply_90,reply_91,reply_92,reply_93,reply_94,reply_95,reply_96,reply_97,reply_98,reply_99,reply_100,reply_101,reply_102,reply_103,reply_104,reply_105,reply_106,reply_107,reply_108,reply_109,reply_110,reply_111,reply_112,reply_113,reply_114,reply_115,reply_116,reply_117,reply_118,reply_119,reply_120,reply_121,reply_122,reply_123,reply_124,reply_125,reply_126,reply_127,reply_128,reply_129,reply_130,reply_131,reply_132,reply_133,reply_134,reply_135,reply_136,reply_137,reply_138,reply_139,reply_140,reply_141,reply_142,reply_143,reply_144,reply_145,reply_146,reply_147,reply_148,reply_149,reply_150,reply_151,reply_152,reply_153,reply_154,reply_155,reply_156,reply_157,reply_158,reply_159,reply_160,reply_161,reply_162,Label
Update: Five hostages escape as a gunman continues siege in Sydney cafe http://t.co/srN4LP5972 http://t.co/JRXqBzBVEH,86.0,168.0,Is it escaped or released? Appreciate some clarity on that. @NBCNews,“@NBCNews: Update: Five hostages escape as a gunman continues siege in Sydney cafe http://t.co/d0Qxdwmd27 http://t.co/p9glWzVC9J”,"@NBCNews i had some very, helpful wonderful policemen ...that helped me when the car broke-down

Good to kniw","@SMoKeeGyRL @NBCNews Umm it's Twitter. I will ""sarcasm"" all I want to. Because freedom. Or some shit.",@NBCNews Bless her!,"@JHolmsted @SMoKeeGyRL @NBCNews Didn't occur to me that it might not be sarcasm. Was obvious, I thought. The lady has been through hell.",@NBCNews Bastard cops. How dare they help her.,"@SMoKeeGyRL @NBCNews Also, it's ""THERE are bad ones"" &amp; ""just like there ARE bad humans"" #spellcheck #grammar",@DAJSamarasinghe its NBC......,“@NBCNews: Update: Five hostages escape as a gunman continues siege in Sydney cafe http://t.co/21vu2rTNBL http://t.co/LEz8khSaN4” epidemic,"How scary. ""@NBCNews: Update: Five hostages escape as a gunman continues siege in Sydney cafe http://t.co/CsAMmED3Gb http://t.co/lkRfEjYaWe”",@NBCNews thanks God they escape,@JHolmsted @NBCNews Not all cops are bad.. Their are bad ones just like there is bad humans out there carrying guns legally. stop w/sarcasm.,@NBCNews @KING5Seattle this is sad news.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"CONFIRMED: Three hostages, 2 customers, 1 worker, have been released from Cafe. #sydneysiege",91.0,134.0,@TheAnonMessage released or escaped?,"@TheAnonMessage http://t.co/QmgulquObV STOP THE VIOLENCE BY &amp; AGAINST YOUTH, POLICE &amp; ALL OTHERS! http://t.co/OXYD5vwsYF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"With the #sydneysiege now in its tenth hour, police say they're in contact with the gunman. http://t.co/Au4T7dsSAh http://t.co/KQftolnHji",82.0,207.0,@SkyNews Shoot him and interrogate him .,@SkyNews,@SkyNews Great pic.,@SkyNews how about referring to him as an Islamic terrorist and not a gunman? Speak the truth for once! Radical Islam is Poison,@SkyNews I'm thinking same as Simon,@SkyNews I bet there in contact arranging how much there all gonna get so why is he actually holding them hostage can you answer that,@philipe20 oh!,@SkyNews hhhhhh,“@SkyNews: With the #sydneysiege now in its tenth hour http://t.co/s53yM5rLSF” spotted @SarahHDean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Martin Place, Sydney Opera House &amp; State Library evacuated due to #sydneysiege follow our blog
http://t.co/4MUc9ivwbK http://t.co/s6hCQ8QOAs",32.0,108.0,@alixsk28 @abcnews and expect more of this now that Ozero has given the green light.,Thanks @abcnews for pic of Martin place. It shows how #sydneysiege is crowded with onlookers. In real war places like Syria crowds scatter..,"@abcnews should all people give hand to Kurdish Peshmarga to finish of ISIS 
Long live Australia &amp; long live Kurdistan free","@abcnews Me, I would not be standing around in a crowd in Sydney right now. #sydneysiege","“@abcnews: Martin Place, Sydney Opera House &amp; State Library evacuated due to  @LJCambria 
http://t.co/DxeH92kVRE http://t.co/LGIgdZVYQm”",@abcnews @abcnewsSydney Seriously people follow directions and evacuate the area. That include dumbass spectators. Give the authorities room,@abcnews this person has a message but what to do this kind of act!,@abcnews oh...no....please save those hostages ....,"MT @abcnews: Martin Place, Sydney Opera House &amp; State Library evacuated due to #sydneysiege 
http://t.co/05aFiwRE9v http://t.co/fyfKtWS7jq",@abcnews this is my opinion he wants to convey a msg,@kathyrice15 @abcnews See https://t.co/MFOsuu6Hox - they using a hostage to get that message to the media and bypassing the police?,"@abcnews look at the Vultures, how about leaving the police to do their job and stop giving that moron his ""Fame"" #MoveAlongFools",@kathyrice15 @abcnews No idea.  Not a listener.,@TimKofCanberra @abcnews what are they saying?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
BREAKING: Five have now escaped a hostage situation at a cafe in downtown Sydney #sydneysiege http://t.co/gl30dy8PYN http://t.co/7oYbXnAeKV,86.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Hostages held in Sydney cafe, forced to hold Islamic flag in window: http://t.co/UiqFQ372Ae http://t.co/LDeKQuLYcx",171.0,732.0,@Reuters  this is the result of financing these criminals that use the relegion to achieve political aims,@chaoukiajami @Reuters this is the result of religious fundamentalism. Period.,@Reuters The damage done by Obama to appease communists will be irreversible. We have to stop this now or our nation will collapse,"“@Reuters: Hostages held in Sydney cafe, forced to hold Islamic flag in window: http://t.co/oISl2pFZYa http://t.co/oOwN7rWaRZ”",@JDMoss is that mosquito fucking with me? Typical of a blood sucker. Bye conceded liberal. Only if you could survive without my tax dollars.,@JDMoss @Reuters How clever. The tolerance of a conceded idiot. Is this spelled correctly: fuck you.,"@JDMoss @Reuters and as a good liberal, spell check may be the only thing you operate.",@plkarter @Reuters that isn't how you spell conceited. But I guess spelling it wrong twice means you are too dumb to operate spell check too,"Uh oh. RT @Reuters: Hostages held in Sydney cafe, forced to hold Islamic flag in window: http://t.co/my4l9GVZE1 http://t.co/z5vMJ9CM7I",@JDMoss @Reuters We are their enemy. Eventually they all get together for their supremacy. You just another conceded idiot.,"@plkarter @Reuters you do not know anything about my politics, and certainly don't understand them well enough to use any labels.",@GoodDayPayday amen brother,@Reuters I'd wipe my ass with that flag,@mukhtaryare @OzzyForMayor @Reuters What??? Why r they in Sidney??? Send them home with all that bullshit. No ones interested in that.,"@Reuters 

Katy &amp; Bieber embrace Islam: http://t.co/5aZF6v6kxT

The Bible &amp; NASA embrace Islam: http://t.co/KL7Pm8FQcT,","@plkarter I live in China, I essentially own you. Let that sink in while you watch Fox and Friends later today...",@plkarter the name of the application is Twitter.,"@plkarter @Reuters no, just not afraid of idiots and fundamentalists. If you want to try and make your point, at least learn to spell.",@Reuters Do the leftist Democrats in charge of the Party realize the danger Iran poses with Nuclear weapons? These animals will destroy us,@JDMoss Some of us have to work and tweeter is just pastime activity. I'm glad you have shown your tolerance for the new Obama's immigrants.,.@Reuters @SeeTac7 thank goodness it wasn't an Uber flag. That would have elicited worldwide outrage.,"“@Reuters: Hostages held in Sydney cafe, forced to hold Islamic flag in window: http://t.co/eRqmI3medF http://t.co/KhiT8Mb25Q”",@JDMoss I am not a gullible Democrat &amp; fully realize it. I sleep well assured that is being done by your comrades here &amp; they will fail,"Hostages held in Sydney cafe, forced to hold Islamic flag in window: http://t.co/azW9Zhwf9n via @Reuters","What's ""Islamic flag?"" RT @Reuters: Hostages held in Sydney cafe, forced to hold Islamic flag in window: http://t.co/0LqtkSh0ud","@plkarter it is a really clear indication of ones intelligence, when the only option is to create positions you imagine your detractors have","Hey, @Reuters, what is an ""Islamic"" flag ? If you don't know what you're talking about, better not report @PabloDiez_ABC","@plkarter @Reuters islamic state and most islamic terrorists are Sunni, Iran is Shia. They are enemies. Get educated.",@PeterLawrey Thanks for telling me you conceded gullible liberal. Do you think this garbage is looking for Australians? You &amp; me. F off,@Reuters I've been REALLY praying 4 them most of the evening.  Please join me &amp; do the same!  Freaking terrifying 2 worry about your life!,@plkarter you do realise that Sydney is in Australia which has a *Conservative* national government who are members of the Liberal Party.,"ISIS ? OMG @Reuters: Hostages held in Sydney cafe, forced to hold Islamic flag in window: http://t.co/g4ZnpfT8J1 http://t.co/vU8sOQGwJP”",@JDMoss,@ToucanSam87 only after emptying my clip on these m_____r f_____s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of #ISIS. #SydneySiege,30.0,117.0,@designnotdrum @TheAnonMessage Just read some Aussie news report so NOT spreading rumors. Grow up Nick.,"@TheAnonMessage not Isis, another group","@designnotdrum @JSchoenberger7 @TheAnonMessage Agreed, I have been pointing this out btw ;)",@JSchoenberger7 @TheAnonMessage not an Isis flag. Just an Islamic one. Stop spreading false rumors.,@KTH473 @JSchoenberger7 @TheAnonMessage What if it's Lone wolf? Immediately giving credit without fact checking favors them.,"@JSchoenberger7 @TheAnonMessage Interesting, because the Guardian says different. http://t.co/mwe9CcLxoE",@TheAnonMessage ISIS flag supposedly put in window.,“@TheAnonMessage: BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of #ISIS. #SydneySiege” well this is good,@designnotdrum @JSchoenberger7 @TheAnonMessage Shahada on a black flag is a general Jihad flag that Al Qaeda/Al Nusra etc.. use.,“@TheAnonMessage: BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of #ISIS. #SydneySiege” wonderful.,@designnotdrum @JSchoenberger7 @TheAnonMessage Does it actually matter?,@KTH473 @JSchoenberger7 @TheAnonMessage Sure. But to link to ISIS is factually inaccurate and irresponsible.,@TheAnonMessage no.,"@JSchoenberger7 @TheAnonMessage The Shahada is not a ""group."" http://t.co/NtmkHzKMTx Basic googling skills help. Misinfo doesn't.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
#breaking a number of people appear to have just fled the scene of the #Sydneysiege. Lots of screaming.,38.0,125.0,@Sema4beach @iamnotshouting @NicholasDole @ABCNews24 I really hope so!! I'm so glad you and the others are safe.,@kaitjb @iamnotshouting @NicholasDole @ABCNews24 Massive gunfire,@Sema4beach @kaitjb @NicholasDole @ABCNews24 fuck fuck fuck :(,@Sema4beach @kaitjb @NicholasDole @ABCNews24  thanks Bob. Best of health to you mate.,@iamnotshouting @kaitjb @NicholasDole @ABCNews24 yeah all the best!,@NicholasDole,@iamnotshouting @kaitjb @NicholasDole @ABCNews24 I think they got the Cunt!,@Sema4beach @iamnotshouting @NicholasDole @ABCNews24 are you okay? I can't sleep because I've been so worried!!!!,@Sema4beach @iamnotshouting @NicholasDole @ABCNews24 glad you're alright Bob. Thanks for the updates. Best wishes to you!!,@NicholasDole @nycjim v @SkyNewsAust: BREAKING @SkyBusiness: 6 hostage escapes from #sydneysiege http://t.co/CF2W2hR1V8 (@carsonscottLIVE),@kaitjb @iamnotshouting @NicholasDole @ABCNews24 Loads of stun grenades!,"@Sema4beach @iamnotshouting @NicholasDole @ABCNews24 
Just watched what happened!! So glad you and other hostages are okay!!","突发：若干人质貌似逃出，许多尖叫！
“@NicholasDole: #breaking a number of people appear to have just fled the scene of the #Sydneysiege. Lots of screaming.”",@kaitjb @iamnotshouting @NicholasDole @ABCNews24 Police are using live ammo! Paramedics have entered,@iamnotshouting @kaitjb @NicholasDole @ABCNews24 its nearly over!,@NicholasDole @ABCNews24 7 just got out! Alive!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
RT @australian: Siege situation currently unfolding at Sydney's Martin Place. Updates here: http://t.co/YqJWqhN5rR http://t.co/bBPh9ds8H1,0.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Hostage involved in #SydneySiege texts ""I'm ok"" to his mother http://t.co/vcuxBpHCcp http://t.co/lIejfjffN3",217.0,337.0,@abhishek2928 jusy like terrorists say there is no difference between civilans and army (usa) well now i say no difference between...,@abhishek2928 muslims and terrorists. Doggggs,@BBCWorld I think this guy is younger brother of KASAB,"@ibedaboss123 yes, to some extent u r correct.but u hv to accept tht due to few terrorists we cnt blame entire Islam.","@ibedaboss123 we can't point out to any religion fr terrorism. Bt ur fkn English mean smthing diff. Thts y u were getting fkng post, like u.","Makes me sad. “@BBCWorld: Hostage involved in #SydneySiege texts ""I'm ok"" to his mother http://t.co/LDB0KK5bIS http://t.co/oVwGoW2cgX”",@peeyushmalhotra @BBCWorld thts wht. I guess waiting for right time to execute s plan. No one knows if its 1 guy or may have a team.,@abhishek2928 watch the backladh muslims get in australia now. Fights will break out,@ibedaboss123 may be correct bt all Muslims r nt terrorists. Btw I don't belong to Muslim religion at all.,@ibedaboss123 @ThinkKu u r mindless n sick. Wt u r saying proves u need medical treatments. I'm nt desperate fr my religion bt fr my country,@BBCWorld So many cops for one GUY ... I can't believe that .. What kind of Multi Tasker is this guy .. GEEKORIST,@BBCWorld If one of those hostages had a gun this wouldn't be news! #sydneysiege,@ThinkKu @BBCWorld #Islam #Favorite #RT excuse us. Islam is totally different from terrorism. Don't spread wrong msz here,"@BBCWorld 

http://t.co/CIsr3CyCMo

I want to invite you to the religion of #Islam and I hope you know about Islam.

#Favorite
#RT 
🌹#bbc","“@BBCWorld: Hostage involved in #SydneySiege texts ""I'm ok"" to his mother http://t.co/rmCKBsyeaX http://t.co/DusPWv0LzB”",@abhishek2928 to be quite honest i was against terrorism. But people who say islam is peaceful blah blah pisses me off,Is he willing to ride with the gunman so the big bad police don't offend his Muslim sensitivities? #illridewithyou @BBCWorld,"@BBCWorld NOW: Belgium Siege: Four Armed Men Enter Apartment In Ghent, Police Respond To Hostage Crisis Situation http://t.co/dKW9MNbIrd",@BBCWorld The POS needs a hole in his forehead ASAP!,"@ibedaboss123 u know 1 thing, u r big ass. Even I said terrorism n Islam r completely diff thngs.any religion people can be terrorist","@abhishek2928 let me make it clear fuck you, your religion and your fucken country.","@ibedaboss123 lol,same to u.Infact u r really getting fucked with d situation now. Jst I hv 2 watch wid chips n beer.Gud,get fucked up hard","@ibedaboss123 frankly asking, r u against terrorism or against other religion?",@abhishek2928 turn on tv watch tbe news people are dying u fuckwit. Fuck off u waste of space,@abhishek2928 yet all terrorist are muslims,@abhishek2928 @ThinkKu shut up.u terrorists. Because if your religion people are dying everyday around the world.,@abhishek2928 admit it though idlam is causing numeraous promblems,"@ibedaboss123 we all knw whts going is nt gud for mankind.Âll shld survive wid peace.No comments on religion,bt must comments on terrorism",@abhishek2928 wat u angry gonno go kill more innocent people you lil prick.,@abhishek2928 musilm peopke acting like they are victims,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
#BREAKING: Reports that some of the hostages have escaped. LIVE Ch 601 #sydneysiege http://t.co/BzJmCjgyzU,76.0,219.0,“@SkyNewsAust: #BREAKING: Reports that some of the hostages have escaped. LIVE Ch 601 #sydneysiege http://t.co/26PXrqmG6t” this is so scary,@Joseph_M20 @SkyNewsAust http://t.co/QmgulquObV STOP THE VIOLENCE ! Author Avail 24 hrs 1-778-908-2811 http://t.co/mkDFLMgWke,@SkyNewsAust,@SkyNewsAust,"@SkyNewsAust @JordanSekulow 

Default #Islamophobia? Hell Yes!

http://t.co/JlusWqCq5K http://t.co/rULC13uzn2",@SkyNewsAust .AUS need to get some IDF HELP/ADVICE IN DEALING WITH THESE GUYS  .Maybe Hannibal solution,@jesuspaddy @minimumwade @skynewsaust I'm tired of this. Why are most terrorists muslims?,@SkyNewsAust http://t.co/QmgulquObV STOP THE VIOLENCE ! Author Avail 24 hrs 1-778-908-2811 http://t.co/Y3DAGShIhA,@MinimumWade @Joseph_M20 I agree with him,@kinkynialler I know I'm really worried about my step mum bc she works in the city and her office went into lockdown 😖,@Joseph_M20 @SkyNewsAust Fuck off,"@kinkynialler She says she's ok, but I'm still really worried about her",@Joseph_M20 @MinimumWade @SkyNewsAust cause they're a load of wankers,@Joseph_M20 @Jesuspaddy @SkyNewsAust I can't tell if you're trolling or just an ignorant fool...,@SkyNewsAust delete the photo you dopes,@skynewsaust don't bring anymore muslim refugees here! We can't live like this!,@SkyNewsAust Maybe be an obvious question but why are police positions being televised live?,@i_can_fangirl i'm watching the news &amp; my skin is literally crawling,@minimumwade @skynewsaust thank you and fuck muslims too!,@i_can_fangirl i really hope she is:( talk to me if you need x,@SkyNewsAust @Jackthelad1947 escaped? Don't you mean freed?,@Joseph_M20 @MinimumWade @SkyNewsAust joe what's up,@kinkynialler thank you,"@i_can_fangirl omg that's horrible!! i hope she is okay, i can't imagine how you feel rn😣",@SkyNewsAust one shot ! Between the eyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Man Haron Monis ID'd as gunman holding captives in #SydneySiege. DETAILS: http://t.co/7p9QLG6mn4 http://t.co/Y7Jj2ZBZDA,82.0,254.0,@FoxNews  Really another slimey Islamist! ?,".@FoxNews @kimmie99 ""With ties to ISIS"". Took long enough to get that out.",@FoxNews Why the background dark but its light in his glasses.,"@FoxNews ugh, another bearded piece of shit.",@FoxNews Sniper take him out.,@FoxNews hang his ass,"@FoxNews treated the way they must be treated...take a lesson from the Aussies...kill barbarians...keep the peace...they aren't ""peaceful"".","@FoxNews Gee isn't he cute,quick someone call @HillaryClinton the terrorist needs some empathy",@FoxNews There is no Iranian refugee holding hostages in Australia since President Obama says there is no Islamic terrorism. ISIL on the run,@FoxNews why didn't they snipe him? They had clear shots,@FoxNews Sydney thought they were safe. Apparently any nation that backs US interests in Middle East are not!,@FoxNews,"@FoxNews thank you gun control, law abiding people defenseless. ISIS will never survive in a free &amp; armed 2Amdt state. God Bless America.",@FoxNews looks like a bitch,@FoxNews pretty sure if some muslim POS tried this in my town he would deal with armed citizens.,“@FoxNews: Man Haron Monis ID'd as gunman holding captives in #SydneySiege. http://t.co/11jGSVPWGC http://t.co/2cNkUvPj3v” PINK MIST!,@FoxNews Give this Son of A Goat Humper a One Way Ticket To His 72 Virgin Goats.,“@FoxNews: Man Haron Monis ID'd as gunman holding captives in #SydneySiege. DETAILS: http://t.co/3VicIo4VsV http://t.co/xTovzlTmfD”,@FoxNews http://t.co/F535bW0cqG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
