source_tweet,favorite_count,retweet_count,reply_1,reply_2,reply_3,reply_4,reply_5,reply_6,reply_7,reply_8,reply_9,reply_10,reply_11,reply_12,reply_13,reply_14,reply_15,reply_16,reply_17,reply_18,reply_19,reply_20,reply_21,reply_22,reply_23,reply_24,reply_25,reply_26,reply_27,reply_28,reply_29,reply_30,reply_31,reply_32,reply_33,reply_34,reply_35,reply_36,reply_37,reply_38,reply_39,reply_40,reply_41,reply_42,reply_43,reply_44,reply_45,reply_46,reply_47,reply_48,reply_49,reply_50,reply_51,reply_52,reply_53,reply_54,reply_55,reply_56,reply_57,reply_58,reply_59,reply_60,reply_61,reply_62,reply_63,reply_64,reply_65,reply_66,reply_67,reply_68,reply_69,reply_70,reply_71,reply_72,reply_73,reply_74,reply_75,reply_76,reply_77,reply_78,reply_79,reply_80,reply_81,reply_82,reply_83,reply_84,reply_85,reply_86,reply_87,reply_88,reply_89,reply_90,reply_91,reply_92,reply_93,reply_94,reply_95,reply_96,reply_97,reply_98,reply_99,reply_100,reply_101,reply_102,reply_103,reply_104,reply_105,reply_106,reply_107,reply_108,reply_109,reply_110,reply_111,reply_112,reply_113,reply_114,reply_115,reply_116,reply_117,reply_118,reply_119,reply_120,reply_121,reply_122,reply_123,reply_124,reply_125,reply_126,reply_127,reply_128,reply_129,reply_130,reply_131,reply_132,reply_133,reply_134,reply_135,reply_136,reply_137,reply_138,reply_139,reply_140,reply_141,reply_142,reply_143,reply_144,reply_145,reply_146,reply_147,reply_148,reply_149,reply_150,reply_151,reply_152,reply_153,reply_154,reply_155,reply_156,reply_157,reply_158,reply_159,reply_160,reply_161,reply_162,Label
.@MarkWBurrows says the #sydneysiege gunman is reportedly well-known to both police and the media. http://t.co/gifoGN0mGm,75.0,226.0,@gm52a @SkyNews how come when some crazed nut does this in the name of jesus we get a total different response? they r nuts,@SkyNews @MarkWBurrows the hostage taker clearky planned the location for maxiumum effect on media coverage and.....hope for safe releases.,"@SkyNews 

of course he is

they always are

another CIA false flag","@headlesseyes @SkyNews  he had the Shahada flag: 'There is no god but Allah, Muhammad is the Messenger of Allah' Peaceful, tolerant freaks",@gm52a @SkyNews i mean some Catholics have done that and others in other authoritative positions.,"@SkyNews Despite demanding an ISIS flag into the cafe, you guys still call him a gunman &amp; not a terrorist? Oh he's not Muslim? @MarkWBurrows","@SkyNews @MarkWBurrows oh no...,.  not Peter Hore...",And how do we know that? Speculation or fact? @SkyNews @MarkWBurrows,@SkyNews @MarkWBurrows i am think of all them people in the cafe,"@SoftSinghYadav @SkyNews @MarkWBurrows Blame Saudia; Cair M Brotherhood want to lull us into tolerating Islam &amp; stopped using ""terrorists""","@SkyNews @MarkWBurrows STOP REPORTING THESE LUNATIC MUSLIM'S,there should be a complete news blackout when these act's are committed.",@SkyNews @MarkWBurrows why are the hostage takers always known to media and police....how do they still allow them terroise the public then.,@SkyNews @MarkWBurrows Can the Brits be any more pathetic? How far into la la land r u going to travel to deny terrorism by Muslims??,@SkyNews @SylviaJeffreys @MarkWBurrows this is a false flag. Divert Frm d bad budget. N cause racial division,“@SkyNews: .@MarkWBurrows says the #sydneysiege gunman is reportedly well-known to both police and the media. http://t.co/g5hjj9up69”,@jogontwat @SkyNews it likely would be because it occurred across the street from the channel 7 studio,"“@SkyNews: .@MarkWBurrows says #sydneysiege gunman reportedly well-known to both police and the media. http://t.co/AkrdihxjiQ”

Rolf Harris?",@SkyNews @MarkWBurrows Attention seeker. He has had his 15 minutes. Go in there and get him out. He will shit a brick!,@gm52a @SkyNews he was a nut case his religion here shouldn't matter he also practiced black magic n stuff it's like....,@SkyNews @MarkWBurrows praying for these poor hostages. I hope the gun man gets a bullet in his head!,@SoftSinghYadav @SkyNews @MarkWBurrows dude what type of terrorist forgets his flag? or not even the right one,@gm52a @SkyNews not to mention he was involved with a murder and was a sexual predator under disguise of being spiritual,@SkyNews @MarkWBurrows What does that mean? He's a public figure?,@SkyNews @MarkWBurrows obviously he's well know he's been on the news for the last ten hours.,@SkyNews if there wasn't a flag involved this wouldn't be classed as terrorism and probably wouldn't even be on the news 😐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Video footage shows police storming Sydney cafe http://t.co/3U4aWpVmdM #SydneySiege,278.0,846.0,"@ivoirien_com if you do not want to live in the Land of the Free and Home of the Brave,then go back to Europe or wherever you are from! 🇺🇸🇺🇸","シドニーで立てこもり

激しいな

“@CNN: Video footage shows police storming Sydney cafe http://t.co/mpsrfDsNVP #SydneySiege”",Video de la policía ingresando al Cafe “@CNN: Video footage shows police storming Sydney cafe http://t.co/SvSbIQ11J7 #SydneySiege”,@CNN one of the most craziest things i've seen ! Omg ! Thankfully it's over !,@l3uDzALYn “@CNN: Video footage shows police storming Sydney cafe http://t.co/JzjVahHZEB #SydneySiege”,"@CNN Polícia invade café na Austrália, onde terrorrista mantém vários reféns.",it's just #sad that people don't feel discussion &amp; communication can solve problems anymore @CNN,“@CNN: Video footage shows police storming Sydney cafe http://t.co/6HzduBgOy3 #SydneySiege”,@CNN insane footage,RT“@CNN: Video footage shows police storming Sydney cafe http://t.co/AExV5YjACz #SydneySiege”,@CNN,“@CNN: Video footage shows police storming Sydney cafe http://t.co/BfPsN6cvQE #SydneySiege” 😨,“@CNN: Video footage shows police storming Sydney cafe http://t.co/FJJ3pfPOxl #SydneySiege”,@CNN,@beelingw @CNN Negotiations don't get serious with unreasonable people until too much damage done. Always that way.,"“@CNN: Video footage shows police storming Sydney cafe http://t.co/fCJ9S7Iimu #SydneySiege” 
#PrayForSydney 🙏",@CNN Thank you Obama for your plan to imports 100's of thousands of Syrians into the USA.  Your transformation of our demographics is great!,“@CNN: Video footage shows police storming Sydney cafe http://t.co/VDxIUpPf5j #SydneySiege”,@CNN : Good; but the police must be careful.,RT @CNN: Video footage shows police storming Sydney cafe http://t.co/XX8MkjEnEz #SydneySiege,"@CNN If the new law is passed in Kenya,It will be illegal for media houses to show this footage,I could go to jail for sharing this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Sky News reporter @campricenews at the scene of the #sydneysiege. Live now on Sky News + http://t.co/FwFefoiKa2
https://t.co/6FXegnved4",36.0,160.0,@SkyNewsAust @campricenews how about you stop showing police positioning?,"MT @SkyNewsAust: @campricenews at the scene of the #sydneysiege. Live now on Sky News + http://t.co/WZofnkePFs
https://t.co/rj1IIvNui2",@SkyNewsAust @campricenews BREAKING NEWS: Muslim leaders condemn @sydneyseige ... Oh yeah that would never happen!!!,@SkyNewsAust @campricenews This is a wake up call to Aus.,@SkyNewsAust had to share this on my @RebelMouse. Thank you! http://t.co/JoY7a9HtBn,@SkyNewsAust @campricenews this is terrible news,@SkyNewsAust @anniemeyer4 @campricenews Original content from our feed http://t.co/uPgsbnr05F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Let's keep in mind that no one associates the KKK with Christianity #SydneySiege,198.0,221.0,@BlueUrchinFish @emthedivine can't humble someone who is willfully ignorant. My goodness. She denied existence of the SS which RS admit to.,@AlexBouchet let's keep in mind no one associates Islam with publicly hanging or beheading gays. #sydneysiege,"honey, you're spreading lies. I know the answers. @Al_Gorelioni",@viciousbabushka &lt;--- Your hatred for MLK gets you blocked.  @emthedivine @Al_Gorelioni @AlexBouchet,PROJECTION==&gt;@Michael_Zak https://t.co/IiHYdlOmXU @emthedivine @Al_Gorelioni @AlexBouchet,"@emthedivine blocked that troll. Must be a new tactic, claiming that kkk are totally the brain child of liberals? #eyeroll",@Al_Gorelioni @emthedivine I was wondering why you were discussing this on the hostage hastag.,@Al_Gorelioni @emthedivine I know that. I was talking about the Southern strategy. All liberal hogwash to make themselves feel better.,"@JanelleJeanne @Al_Gorelioni ""perhaps""???",@Michael_Zak Your inability to reason gets you called an idiot. @viciousbabushka @emthedivine @Al_Gorelioni @AlexBouchet,the Attorney General who bugged and harassed MLK was Bobby Kennedy. @viciousbabushka @emthedivine @Al_Gorelioni @AlexBouchet,@Al_Gorelioni @emthedivine @AlexBouchet @viciousbabushka Not denying but still false equivalency. Southern Democrats very diff than current,your blog in self published format doesn't make it better @Michael_Zak @Al_Gorelioni @AlexBouchet @viciousbabushka,"@BlackIrishI @emthedivine - Not a hero, but knows the history we are discussing here. I'd pick Rep. John Lewis, Sanders or Noam Chomsky.",so Reagan and Atwater = liberal hogwash. I agree @BlackIrishI @Al_Gorelioni,only racists cry racist!!! @Al_Gorelioni @JanelleJeanne,"@BlackIrishI @emthedivine - Good. I'm glad you recognize you're being ridiculous. When most pundits on both sides agree w/us, you are wrong.",lol! @BlackIrishI @Al_Gorelioni,"yeah, that's not true. Google Southern Strategy  @Al_Gorelioni @AlexBouchet @viciousbabushka","@BlueUrchinFish @emthedivine Oh, I see. Now he's your hero? Please.",Are you mentally retarded &gt;&gt;&gt; @emthedivine &gt;&gt;&gt; You made a false claim and now I'm supposed to be your personal hand puppet.,"@Manoncamelshump @AlexBouchet @TheAnonMessage them claiming to be Christians doesn't make it so. They're mostly athiests, actually.",@emthedivine - sry to butt in. I'm so over this revisionist FDRepublican tripe I want to knock some humility into them all on sight.,"@BlackIrishI - I'm not sure what this establishes, but yes we could. It wouldn't make you more correct abt this fact though.  @emthedivine","Here is MLK's ""opinion""==&gt; http://t.co/7QmZCzp641 @njemm008 @emthedivine http://t.co/S9OEXlmovt",your complete lack of education is revolting @Al_Gorelioni @JanelleJeanne,@nebulouswonder MLK should not have been referred to that way.,The KKK associates the KKK with Christianity http://t.co/yGbxB7h0Ic @emthedivine @Al_Gorelioni @AlexBouchet,Mona Charen? LOLOL @njemm008 @emthedivine @AlexBouchet,"@BlueUrchinFish - ""...in 1992, folks, 'Bubba' went back home to the Democratic Party and voted for Bill Clinton.""

3/3",you're wrong @Al_Gorelioni @BlackIrishI,"Yes, it was President Goldwater's attorney general who bugged and harassed MLK. @viciousbabushka @emthedivine @Al_Gorelioni @AlexBouchet","@viciousbabushka MLK talked about ""prople""? @emthedivine @Michael_Zak @Al_Gorelioni @AlexBouchet",@emthedivine @Al_Gorelioni @JanelleJeanne Looks like you found a moron.,RWNJ's deny the Southern Strategy ever happened http://t.co/VZXEN3UMyX @emthedivine @Al_Gorelioni @AlexBouchet,It's bigotry when you paint everyone from the South as 'racist'.  You should be ashamed of yourself. @JanelleJeanne @emthedivine #tcot #ccot,The KKK came from the Democrat Party.  Google it and then get back to me.  @emthedivine @AlexBouchet @viciousbabushka #sydneysiege,@BlueUrchinFish @emthedivine Good night. If you can't see what some are doing to divide and destroy this nation you're not worth talking to.,@BlueUrchinFish @emthedivine Completely ignorant of American political history.,WaPo?  Lol @viciousbabushka @emthedivine @AlexBouchet,"@emthedivine when someone tells me they only accept ""facts"" from RWNJ sources like Fox, they get blocked.",@AlexBouchet This just isn’t true.,look up Southern Strategy @Michael_Zak @Al_Gorelioni @AlexBouchet @viciousbabushka,a BLOG??? 😂😂😂😂 @Michael_Zak @Al_Gorelioni @AlexBouchet @viciousbabushka,@BlueUrchinFish @emthedivine That's the problem. Reliving the past. We can play this game all night. https://t.co/sSmdY5sVxm no thanks.,J.E. Hoover did not belong to any political party other than Hooverism @Michael_Zak @emthedivine @Al_Gorelioni @AlexBouchet,"@BlueUrchinFish -  ""...many minority voters by focusing on the white male vote in the South. Well, guess what happened...""

2/3",@chuckhoward50 @Al_Gorelioni @JanelleJeanne #moran,The KKK came from the Democrat Party.  The KKK terrorized blacks and republicans.   #History @AlexBouchet http://t.co/oq48bTbqYb,@JanelleJeanne @Al_Gorelioni @AlexBouchet @viciousbabushka exactly,"@Michael_Zak Frankly, no human should be referred to that way. Ppl w/ID/Downs/brain damage don't have a choice. Ppl who insult, do hv choice",The KKK came from the Democrat Party.  If you are able to read you'll see that I'm correct @BlackIrishI @emthedivine http://t.co/w13ZcoFyoh,@JanelleJeanne @chuckhoward50 @emthedivine - I think you are right. The lie is a bit of an analgesic to the bruised consciences many though.,"Except you're a victim of Democrat spin, @viciousbabushka. So sad. @emthedivine @Al_Gorelioni @AlexBouchet",the KKK was Terrorist Wing of the Democratic Party. See http://t.co/hLgNBc5m @emthedivine @Al_Gorelioni @AlexBouchet @viciousbabushka,No shit.  She cites facts and gives her opinion. You claimed WaPo was FACT. @viciousbabushka @emthedivine @AlexBouchet,@viciousbabushka My books ends with the Clinton administration. @emthedivine @Al_Gorelioni @AlexBouchet,save the memes @viciousbabushka @emthedivine,You confuse fact and opinion. But it's expected from the left. Opinion trumps all @viciousbabushka @emthedivine @AlexBouchet,So basically you're saying MLK was retarded? @Michael_Zak @emthedivine @Al_Gorelioni @AlexBouchet,@AlexBouchet because they are not Christians,@AlexBouchet @TheAnonMessage that is absurd.  KKK very much associate themselves with Christian identity.,"@AlexBouchet @TheAnonMessage Except for,,the KKK!",Google is your friend. @emthedivine @Al_Gorelioni @AlexBouchet @viciousbabushka http://t.co/gajeTahZPz,@BlackIrishI @Al_Gorelioni @AlexBouchet tagged it,@nebulouswonder ?,"@JanelleJeanne sadly, not new 😤😱",I couldn't agree more. buh bye @BlackIrishI @BlueUrchinFish,@Al_Gorelioni @emthedivine Pointing out basic logical fallacy ( false equivalency). Well documented racial probs in the south #history,google Southern Strategy and provide source for LBJ quote other than Kessler @Al_Gorelioni @AlexBouchet @viciousbabushka,did you google Southern Strategy? @Al_Gorelioni @AlexBouchet @viciousbabushka,@BlueUrchinFish @emthedivine How about him? He's an idiot.,"@nebulouswonder @Michael_Zak Neurology has nothing to do with bad political ideas/moral choices. (IOW, leave disabled people alone.)",Mona Charen is also an OPINION writer @njemm008 @emthedivine @AlexBouchet,@emthedivine Yikes! I've been arguing with a 10yr old. @Al_Gorelioni @AlexBouchet @viciousbabushka,@Michael_Zak Babs' use of 'retarded'. Grow up and use any other insult. This goes way beyond party lines.,@BlueUrchinFish @emthedivine Do you know who fought to make the black man/woman whole? I'm not doing this anymore. It's ridiculous.,@BlackIrishI @emthedivine - But he is also well educated about political history in the U.S.A. enough to be head of the RNC. You are not.,"@AlexBouchet Don't the KKK refer to themselves as ""Conservative Christians"" or some formula like that?",@Al_Gorelioni @emthedivine @JanelleJeanne Funny how things change. Can't even tell the two racist parties from each other. Dems/GOP? All bad,go self publish something @Michael_Zak @Al_Gorelioni @AlexBouchet @viciousbabushka,Typo. Corrected. @kellyjsox @emthedivine @Michael_Zak @Al_Gorelioni @AlexBouchet http://t.co/BEc6E1dSWp,@BlackIrishI @emthedivine - Oh we see it alright. We just disagree about who the guilty party is. Real healing needs honest witness of past.,"The bigotry of Democrats can be seen whenever they subtly, or not so subtly label Southerners as 'racist' @JanelleJeanne @emthedivine #tcot","@emthedivine @BlackIrishI - How abt Michael Steele?

""For the last 40-plus years we had a 'Southern Strategy' that alienated many...""
1/3",Did you even read it? I read the WaPo opinion blog. It's all opinion. @viciousbabushka @emthedivine @AlexBouchet,"@emthedivine  #ComprehensionAmHard

The Derp is strong with that one. I guess it 2 hard 4 her to search Congressional Record. @Al_Gorelioni",what do you think? #tcot is going to come to your aid? @Al_Gorelioni @JanelleJeanne,Why are you denying that the Democrat Party formed the KKK??? @emthedivine @AlexBouchet @viciousbabushka #tcot #ccot http://t.co/GVlHuGgSt3,@BlueUrchinFish I truly do not understand it.,@AlexBouchet I believe the KKK would consider themselves white supremacists rather than Christian supremacists.,Except the KKK joined the #GOP http://t.co/7QHbMQzxiP @Michael_Zak @emthedivine @Al_Gorelioni @AlexBouchet #tcot #UniteBlue,@BlueUrchinFish no! I love it!!!,"@emthedivine Glad to see someone else refers to Southern Strategy.Regan launched his candidaacy in speech at Philadelphia,Miss.,",who? @BlackIrishI @BlueUrchinFish,@Al_Gorelioni @emthedivine @AlexBouchet  That's a myth and why are you discussing this when people are fighting for their lives. Imbecile!,"@DoubleDumas No, even attributing such an insult to MLK to someone else is vile. @viciousbabushka @emthedivine @Al_Gorelioni @AlexBouchet","@Al_Gorelioni @emthedivine @AlexBouchet @viciousbabushka also, lol at the idiot trying to equate Islam with the ""ChriCons, the KKK""","Take your bigotry elsewhere.  It's repulsive and sickening.   @JanelleJeanne @emthedivine 
#tcot http://t.co/mGN7q3WNRw",@JanelleJeanne @emthedivine yes but it's not new. They have always used select facts 2 cherrypick history instead of seeing reality.,Bot my ass. Suspended? Yep. All 7 after ticking off libs with reality. @emthedivine @viciousbabushka,"@Al_Gorelioni @emthedivine Uh, you don't know where I am from. Perhaps you are the bigot.","Or that... Sigh @chuckhoward50 @emthedivine @BlueUrchinFish ""I respectfully disagree. They're just fucking stupid.""",@njemm008 @viciousbabushka says the bot suspended 7 times,Google doesn't sort crap from fact. Have some fact to wash down ur crap==&gt; http://t.co/f6eUF9Q562 @njemm008 @emthedivine @AlexBouchet,@JanelleJeanne @emthedivine @BlueUrchinFish I respectfully disagree. They're just fucking stupid.,"again, YOUR history on YOUR blog @Michael_Zak @Al_Gorelioni @AlexBouchet @viciousbabushka","@viciousbabushka #AbleistAbuseIs this, using ID as an insult @riotheatherrr @emthedivine @Michael_Zak @Al_Gorelioni @AlexBouchet",It links to my civil rights history of the GOP. @emthedivine @Al_Gorelioni @AlexBouchet @viciousbabushka,Back to Basics for the Republican Party http://t.co/Z0tlkQ3lGQ @emthedivine @Al_Gorelioni @AlexBouchet @viciousbabushka,@viciousbabushka @Michael_Zak @Al_Gorelioni @AlexBouchet wtf is wrong w those ppl???,What MLK thought of the #GOP http://t.co/7QmZCzp641 @emthedivine @Michael_Zak @Al_Gorelioni @AlexBouchet #tcot http://t.co/RyQOLSAfQ3,"When all else fails, cry ""Democrat spin"" LOL @Michael_Zak @emthedivine @Al_Gorelioni @AlexBouchet",@chuckhoward50 @emthedivine @BlueUrchinFish I think they know actual history. Twisting stuff so they can try to upset. #trollstudies,"""Civil Rights History of the GOP"" did not end in 1964. http://t.co/pGpvspkMvW @Michael_Zak @emthedivine @Al_Gorelioni @AlexBouchet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
a thousand words in one picture. the police have been absolutely amazing today #sydneysiege http://t.co/w9Gt6rlYes,243.0,365.0,“@acidicliam: 1000 words in one picture. the police have been absolutely amazing today #sydneysiege http://t.co/qPpiOfgYp7” #illridewithyou,"@acidicliam @stylesftobrien Sorry for asking, but what happened in Sydney?",@louistmad @acidicliam 'At least one' gunman entered a cafe and has taken the customers hostage. Not a lot more beyond that is known!,@acidicliam @streetkidstyIes that's shame,@cheekylisa32 @acidicliam absolutely #illridewithyou,@acidicliam what happened?,@acidicliam I count three words in that picture: BEERS AND BURGERS.,"@acidicliam 
this world is actually fucked, prayers are with the hostages and their family's 😔",@KatieMagnet @acidicliam That hash tag highlights the best of humanity x #illridewithyou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"#BREAKING: #Sydneysiege latest:
* Armed police have stormed cafe
* Multiple hostages freed
* Paramedics entered scene
http://t.co/gl30dy8PYN",50.0,178.0,@Independent WOW,"@Independent http://t.co/7v5ymdmlgB VIP paedophile networks 'shut down police investigations which got too close', retired officers claim",@Independent  Aaron Iranian monies who kidnap hostages in Sydney http://t.co/vtGFCbwfb1,@Independent anyone killed so far hope not,@Independent @DrZuhdiJasser Wow This news is late.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"I could not be prouder of all of you. I love this country.
#Australia #AustraliaStrong #illridewithyou #Sydney http://t.co/I8s7IGrGNq",121.0,143.0,"@Hey_Tiffany sweet post, what do you lift that heavy and particularly at night? Is this a profession or a riddle?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"What the hell is wrong with people?

""Taking selfies 100m from the Lindt Cafe #sydneysiege http://t.co/R7mNZCeSOD""",34.0,113.0,@JTICMattHenman @Ariachetira Stupidity is democratic!,@JTICMattHenman @Sara__Firth,@JTICMattHenman Just read an interesting perspective on this - Why give in to the 'terror'? Fight terror with acts showing we're not affraid,"@JTICMattHenman P.S. Not saying I agree with that, but an interesting perspective :)",@SJCairney double ugh @JTICMattHenman,"“@JTICMattHenman: What the hell is wrong with people?

""Taking selfies 100m from the Lindt Cafe #sydneysiege http://t.co/h0OMS6zSm8""” Ugh.",@JTICMattHenman @Sara__Firth A reflection of moral impropriety and decline...perhaps.,@LE12QUERCE @JTICMattHenman Bella domanda,@JTICMattHenman @Ariachetira isis rapisce e terrorizza in un bar a Sudney e i passanti fanno senfie. che cazzo gli prende alla gente?,@JTICMattHenman #stupid Do they have any idea how serious this is?  Clearly NOT!!,@JTICMattHenman @missPRpixee They're probably following Tony's order to be themselves. Yobbos!,@JTICMattHenman @StephenMcDonell Tragic narcissism..more interested in their own social media profiles than the crisis still underway.,@JTICMattHenman If that is your priority during a siege with lives in the balance who are still captive.. says a lot about you two.,"@JTICMattHenman 
Hope her future facelift goes bad...and viral!",@JTICMattHenman  Bogans!,@JTICMattHenman it's shameful that civilised pple are doing this and here we are blaming the uncivilized,"“@JTICMattHenman: What the hell is wrong with people?

""Taking selfies 100m from the Lindt Cafe #sydneysiege http://t.co/2HVkO1OBgf""”","@JTICMattHenman ""theyre fucken morons""!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
i cant sleep knowing just 15 minutes away innocent people have been hostages for almost 14 hours please pray for the hostages and for sydney,100.0,114.0,"@acidicliam I'm the same distance, no joke, and it's terrifying","@acidicliam will do. stay safe, alright? xx",@acidicliam what is happening?!!,@acidicliam Stay safe please xx ily,@acidicliam will do,@acidicliam I have to go to sleep but I can't... I'm so scared for you guys in Sydney. Stay safe...,I know how u feel @acidicliam,@acidicliam I can't look away from the tv :( this is horrible,@acidicliam mate im legit 15 minutes too wtf stay safe xxxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Australia's reaction to the #sydneysiege is magnificent #illridewithyou http://t.co/4REoJBzPxD http://t.co/FLkzYFxTc3,1082.0,1709.0,@Independent @Fsmd_ فيصل وش قصة الهاشتاق,@bennycblanco @Independent and I don't even need to see the adverts ;) Which I'd be happy to see if they didn't slow down my 'user expernce',@Independent It's like trying to scroll downwards through treacle. I've given up on quite a few articles recently I'm afraid.,"@bennycblanco @Independent Well, OK, but I now read their articles by Ctrl+U to get the code, pruning out relevant bit, saving as .htm, open",@Independent sığır,@bennycblanco @Independent so I am making the effort to read their article but they're not getting much benefit as I'm on the site for &lt;2sec,Amazing👍 @Independent: Australia's reaction to the #sydneysiege is magnificent #illridewithyou http://t.co/PeGKN4hvNK http://t.co/VemNtyFMFJ,"@Independent Hi, really want to read this story but your website has become unusable w ads appearing in-text &amp; following me down the side.",@Independent Makes me Proud to be Human. Great ppl in all Cultues share Human Values.,@JoBrodie @Independent They don't care,"@Independent I can read the text by doing Ctrl+U on Firefox to bring up the code but your article doesn't start until line 2,114 ;)",@Independent These are our people. We are all Australian #illridewithyou #sydneysiege,Proud RT @Independent: Australia's reaction to the #sydneysiege is magnificent #illridewithyou http://t.co/hujbjR7fNQ http://t.co/CJHL1SS33s,@Independent My Muslim Aussie Brothers and sisters. Australia loves you too...We have your back my Aussie Mates #illridewithyou,@io2us شفت الرهائن اللي احتجزوهم ارهابيين الصبح في سيدني؟,@Independent expect anything less from this great country?,"""@Independent: Australia's reaction to the #sydneysiege 🙇is magnificent #illridewithyou 👏 #empathy wins ✌",@Independent Muslims of Australia should show some love back and say LOUDLY #WeWillTravelWithYouAustralia Thank you!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Praying for #Sydney. These crazies have no idea what Islam is, yet have the hubris to “act in the name of” it. Despicable.",84.0,103.0,"@AbdelRahmanM Actually, it's open to interpretation. Why do you think YOUR interpretation is the only right one?","@AbdelRahmanM The message on the banner says ""There is no God but Allah and Muhammad is his prophet.""

So yes, pretty sure it's Islam, idiot","@AbdelRahmanM No, Islam is. If muslims would go back to their own countries Breivik wouldn't have had to do that.","@AbdelRahmanM He isn't 'co-opting' anything, he is a MUSLIM. 

Fuck you, you anti-white prick.","@AbdelRahmanM No, they attack white countries because they believe Islam should rule the world. http://t.co/hQLP4gxdSQ","@AbdelRahmanM Islam is the REASON he is taking people hostage and threatening white Australians, you idiot.","@AbdelRahmanM @RukiaWadaat 1994 - How to Create an ""Islamic Enemy"" - http://t.co/mzxzVWDkH1",@AbdelRahmanM They're acting inside the religion. The Koran contains incitations to violence.,@AbdelRahmanM Why are muslims so violent?,"@AbdelRahmanM It's important to consider that you should stop making excuses for radical Islam, dickhead.",@AbdelRahmanM cause even me years ago seeing muslims hurt all over the news had me very angry &amp; i could easily have fallen into these things,"@AbdelRahmanM Praying for the disbelievers taken hostage by a Muslim? But Allah hates disbelievers, he wants to burn their skins off.",@AbdelRahmanM It also says that muslims should rule over non-muslims. Stop making excuses for holy war.,@AbdelRahmanM People died today. The fact that you are defending Islam after this makes me sick.,@AbdelRahmanM @AtefehNaeemi Hey its a jolly practice run  I feel but yeah to keep people against the Moslem community yet again so sad ZIO,"@AbdelRahmanM Oh right, it's entirely an accident that two planes flew into the twin towers. It's entirely an accident muslims do this.","@AbdelRahmanM 

Are there any muslims that DON'T agree with the slogan on the flag?

No?

Didn't think so.

This IS Islam.",@AbdelRahmanM that's y we need proper muslims doing/teaching proper jihad so these uneducated youth don't act off anger &amp; do wrong,@AbdelRahmanM @AtefehNaeemi Its my feeling its a two fold situation keep negative feelings for Moslems and practice run for Cops think about,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
